TransactionID,TransactionAmount,MerchantID,UserID,TransactionTime,FraudIndicator,TransactionType,Location,TransactionFrequency,MerchantFrequency,TransactionHour
92,713273.4627,20,1011,04/01/2023 19:00,0,In-store,Suburb,10,1,19
93,760808.9701,66,1059,04/01/2023 20:00,0,Online,Rural,1,3,20
94,561321.0698,84,1020,04/01/2023 21:00,0,Online,City,0,2,21
95,770990.0832,82,1037,04/01/2023 22:00,0,In-store,Suburb,5,3,22
96,493846.2168,1,1073,04/01/2023 23:00,0,In-store,Suburb,1,4,23
97,522780.5561,58,1049,05/01/2023 0:00,0,Online,Rural,6,6,0
98,427598.2643,93,1019,05/01/2023 1:00,0,Online,Rural,6,4,1
99,25516.58483,93,1055,05/01/2023 2:00,0,In-store,Rural,1,1,2
100,107980.6379,83,1040,05/01/2023 3:00,0,Online,Suburb,7,0,3
101,31526.04277,44,1007,05/01/2023 4:00,0,In-store,Rural,5,5,4
102,636446.7702,6,1005,05/01/2023 5:00,0,In-store,City,5,2,5
103,314424.5455,50,1042,05/01/2023 6:00,0,In-store,Rural,6,2,6
104,508619.8341,72,1088,05/01/2023 7:00,0,Online,City,2,0,7
105,907575.7173,88,1048,05/01/2023 8:00,0,In-store,City,2,2,8
106,249367.2999,20,1007,05/01/2023 9:00,0,In-store,Rural,4,5,9
107,410441.8847,14,1011,05/01/2023 10:00,0,Online,City,9,3,10
108,755575.5834,5,1073,05/01/2023 11:00,0,In-store,City,5,3,11
109,228875.2857,41,1049,05/01/2023 12:00,0,In-store,City,4,4,12
110,77072.21184,40,1030,05/01/2023 13:00,0,Online,Rural,6,3,13
111,289822.4778,34,1041,05/01/2023 14:00,0,In-store,Rural,5,3,14
112,161305.1651,80,1003,05/01/2023 15:00,0,Online,City,10,2,15
113,929704.6826,45,1086,05/01/2023 16:00,0,Online,Suburb,6,3,16
114,808139.5675,71,1040,05/01/2023 17:00,0,In-store,City,11,3,17
115,633440.4161,80,1051,05/01/2023 18:00,0,In-store,Rural,7,7,18
116,871473.4441,71,1084,05/01/2023 19:00,0,In-store,City,1,6,19
117,803691.7097,27,1032,05/01/2023 20:00,0,In-store,City,7,8,20
118,186651.4019,78,1048,05/01/2023 21:00,0,In-store,Rural,3,2,21
119,892569.7426,78,1071,05/01/2023 22:00,0,Online,Rural,3,4,22
120,539388.3077,44,1071,05/01/2023 23:00,0,Online,Suburb,2,5,23
121,807459.4111,33,1020,06/01/2023 0:00,0,In-store,City,5,3,0
122,896101.6908,33,1089,06/01/2023 1:00,0,In-store,City,6,4,1
123,318071.6746,44,1035,06/01/2023 2:00,0,Online,City,3,0,2
124,110140.9193,20,1024,06/01/2023 3:00,0,In-store,Suburb,9,5,3
125,228012.369,36,1040,06/01/2023 4:00,0,In-store,Suburb,2,3,4
126,427165.0778,7,1077,06/01/2023 5:00,0,In-store,City,3,1,5
127,818032.9644,32,1052,06/01/2023 6:00,0,Online,Rural,3,0,6
128,860744.5102,67,1039,06/01/2023 7:00,0,Online,City,4,4,7
129,7051.435318,39,1068,06/01/2023 8:00,0,Online,City,5,3,8
130,510796.2278,93,1061,06/01/2023 9:00,0,Online,City,3,1,9
131,417469.262,24,1076,06/01/2023 10:00,0,In-store,Rural,5,2,10
132,222185.5997,86,1081,06/01/2023 11:00,0,In-store,Suburb,4,3,11
133,119953.3808,70,1065,06/01/2023 12:00,0,In-store,Suburb,5,5,12
134,337681.4099,88,1062,06/01/2023 13:00,0,Online,City,3,5,13
135,942915.4129,87,1081,06/01/2023 14:00,0,In-store,City,4,4,14
136,323270.6117,54,1002,06/01/2023 15:00,0,Online,City,7,1,15
137,518838.7427,38,1006,06/01/2023 16:00,0,In-store,Rural,7,1,16
138,703048.657,74,1075,06/01/2023 17:00,0,Online,City,4,4,17
139,363693.2394,80,1043,06/01/2023 18:00,0,In-store,Rural,4,3,18
140,971784.9045,75,1082,06/01/2023 19:00,0,In-store,City,7,1,19
141,962451.0502,32,1040,06/01/2023 20:00,0,In-store,City,7,3,20
142,251857.1176,45,1089,06/01/2023 21:00,0,In-store,City,5,3,21
143,497298.781,61,1039,06/01/2023 22:00,0,In-store,Suburb,3,1,22
144,300948.222,70,1028,06/01/2023 23:00,0,In-store,City,2,5,23
145,284912.0103,88,1080,07/01/2023 0:00,0,In-store,City,4,3,0
146,36983.25866,97,1063,07/01/2023 1:00,0,In-store,City,1,2,1
147,609603.3775,53,1064,07/01/2023 2:00,0,In-store,City,6,4,2
148,502728.7553,51,1012,07/01/2023 3:00,0,Online,Rural,5,0,3
149,51573.60337,76,1041,07/01/2023 4:00,0,Online,Rural,8,1,4
150,278718.5996,56,1029,07/01/2023 5:00,0,Online,City,10,4,5
151,908275.0594,27,1023,07/01/2023 6:00,0,Online,Rural,4,4,6
152,239637.9345,38,1085,07/01/2023 7:00,0,Online,City,5,2,7
153,144980.3826,62,1080,07/01/2023 8:00,0,Online,City,3,4,8
154,489503.815,18,1051,07/01/2023 9:00,0,In-store,Rural,5,1,9
155,985651.8891,64,1045,07/01/2023 10:00,0,In-store,Rural,4,4,10
156,242131.066,77,1090,07/01/2023 11:00,0,Online,City,6,7,11
157,672168.3339,30,1022,07/01/2023 12:00,0,Online,Suburb,8,5,12
158,761643.4534,49,1010,07/01/2023 13:00,0,In-store,City,2,2,13
159,237713.7802,41,1007,07/01/2023 14:00,0,In-store,City,5,4,14
160,,13,1073,07/01/2023 15:00,0,In-store,Suburb,9,0,15
161,367846.3544,34,1089,07/01/2023 16:00,0,In-store,Rural,9,1,16
162,632342.6,100,1015,07/01/2023 17:00,0,Online,Suburb,10,4,17
163,4674496.023,94,1077,07/01/2023 18:00,0,Online,City,7,6,18
164,535821.1066,25,1046,07/01/2023 19:00,0,In-store,Rural,3,3,19
165,90380.74108,66,1090,07/01/2023 20:00,0,Online,Suburb,3,3,20
166,835318.9653,100,1085,07/01/2023 21:00,0,Online,Suburb,7,3,21
167,320847.987,18,1087,07/01/2023 22:00,0,In-store,City,3,3,22
168,186599.8585,5,1061,07/01/2023 23:00,0,In-store,Suburb,10,2,23
169,40871.06404,19,1092,08/01/2023 0:00,0,In-store,City,5,4,0
170,590933.8539,42,1061,08/01/2023 1:00,0,In-store,Rural,5,3,1
171,677596.6054,18,1051,08/01/2023 2:00,0,Online,Suburb,5,3,2
172,16686.17014,32,1038,08/01/2023 3:00,0,In-store,Rural,4,4,3
173,2865184.387,21,1012,08/01/2023 4:00,0,In-store,Rural,4,1,4
174,226573.1256,10,1088,08/01/2023 5:00,0,Online,City,5,1,5
175,645208.2731,37,1077,08/01/2023 6:00,0,In-store,Suburb,6,5,6
176,174448.9924,49,1066,08/01/2023 7:00,0,In-store,Rural,7,4,7
177,690968.6443,86,1054,08/01/2023 8:00,0,Online,Suburb,3,3,8
178,386796.6728,13,1039,08/01/2023 9:00,0,In-store,Suburb,5,1,9
179,936736.3157,55,1076,08/01/2023 10:00,0,In-store,Suburb,4,2,10
180,137607.1921,17,1039,08/01/2023 11:00,0,Online,Suburb,6,3,11
181,341132.2444,9,1078,08/01/2023 12:00,0,In-store,Rural,3,1,12
182,113562.1739,88,1030,08/01/2023 13:00,0,In-store,Suburb,2,2,13
183,924701.1489,44,1048,08/01/2023 14:00,0,Online,City,8,3,14
184,877351.6194,78,1083,08/01/2023 15:00,0,Online,City,3,4,15
185,258015.8336,46,1031,08/01/2023 16:00,0,In-store,Suburb,8,6,16
186,660018.0476,8,1025,08/01/2023 17:00,0,In-store,Suburb,4,4,17
187,817240.478,37,1068,08/01/2023 18:00,0,In-store,City,3,0,18
188,555245.2915,19,1051,08/01/2023 19:00,0,In-store,Suburb,3,0,19
189,529697.6133,63,1013,08/01/2023 20:00,0,Online,Rural,7,5,20
190,241928.1057,92,1100,08/01/2023 21:00,0,Online,Suburb,1,4,21
191,93193.45753,46,1063,08/01/2023 22:00,0,Online,Suburb,6,5,22
192,897226.0364,94,1042,08/01/2023 23:00,0,In-store,Rural,7,4,23
193,900428.0154,71,1054,09/01/2023 0:00,0,Online,Suburb,6,2,0
194,633138.1471,26,1067,09/01/2023 1:00,0,In-store,Rural,6,3,1
195,339095.8881,46,1080,09/01/2023 2:00,0,In-store,Rural,1,2,2
196,349274.6537,46,1090,09/01/2023 3:00,0,Online,City,5,6,3
197,725983.0833,75,1056,09/01/2023 4:00,0,Online,City,0,2,4
198,897120.5489,14,1019,09/01/2023 5:00,0,Online,Suburb,5,3,5
199,887097.7156,85,1046,09/01/2023 6:00,0,In-store,City,5,3,6
200,779897.5583,63,1015,09/01/2023 7:00,0,Online,Suburb,5,3,7
201,642067.443,72,1032,09/01/2023 8:00,0,In-store,Suburb,9,7,8
202,84231.551,3,1049,09/01/2023 9:00,0,Online,City,8,4,9
203,161712.5512,28,1021,09/01/2023 10:00,0,In-store,City,3,3,10
204,898564.3331,29,1065,09/01/2023 11:00,0,Online,Suburb,3,4,11
205,606468.4168,87,1070,09/01/2023 12:00,0,In-store,Suburb,8,0,12
206,9296.131911,18,1027,09/01/2023 13:00,0,In-store,Suburb,8,2,13
207,101561.3957,35,1023,09/01/2023 14:00,0,Online,Rural,8,4,14
208,663535.4189,77,1047,09/01/2023 15:00,0,In-store,Suburb,3,4,15
209,5161.077688,76,1095,09/01/2023 16:00,0,Online,Suburb,0,3,16
210,160891.9706,47,1012,09/01/2023 17:00,0,In-store,Suburb,5,4,17
211,548778.916,5,1085,09/01/2023 18:00,0,Online,City,5,7,18
212,691926.0082,75,1066,09/01/2023 19:00,0,Online,City,3,0,19
213,6023927.888,59,1005,09/01/2023 20:00,0,In-store,Rural,9,4,20
214,224346.8825,75,1009,09/01/2023 21:00,0,Online,Suburb,11,0,21
215,712208.0034,59,1020,09/01/2023 22:00,0,In-store,Suburb,2,3,22
216,237325.3626,47,1082,09/01/2023 23:00,0,In-store,Suburb,5,3,23
217,325467.1582,95,1063,10/01/2023 0:00,0,Online,Suburb,8,6,0
218,746516.756,95,1086,10/01/2023 1:00,0,Online,Suburb,4,2,1
219,649667.9358,13,1072,10/01/2023 2:00,0,In-store,Suburb,1,3,2
220,849238.4882,78,1098,10/01/2023 3:00,0,In-store,City,6,1,3
221,657647.131,89,1073,10/01/2023 4:00,0,In-store,Rural,9,3,4
222,568351.7725,33,1071,10/01/2023 5:00,0,In-store,City,6,3,5
223,93765.40035,97,1030,10/01/2023 6:00,0,In-store,City,4,0,6
224,367779.0315,62,1082,10/01/2023 7:00,0,Online,City,6,3,7
225,265275.8474,79,1091,10/01/2023 8:00,0,Online,Rural,5,1,8
226,244065.2444,16,1016,10/01/2023 9:00,0,In-store,Suburb,5,3,9
227,973013.2537,44,1085,10/01/2023 10:00,0,In-store,Rural,4,4,10
228,393158.4149,58,1005,10/01/2023 11:00,0,In-store,City,7,2,11
229,892057.3505,6,1029,10/01/2023 12:00,0,Online,City,4,6,12
230,631175.5121,89,1047,10/01/2023 13:00,0,Online,City,2,1,13
231,794831.8224,15,1022,10/01/2023 14:00,0,Online,City,4,0,14
232,502686.8294,4,1078,10/01/2023 15:00,0,In-store,Suburb,5,1,15
233,576946.1942,56,1057,10/01/2023 16:00,0,Online,City,2,0,16
234,492568.442,64,1083,10/01/2023 17:00,0,Online,City,1,2,17
235,195323.4635,68,1035,10/01/2023 18:00,0,Online,Suburb,6,2,18
236,722479.87,94,1088,10/01/2023 19:00,0,Online,City,9,2,19
237,280844.2852,34,1060,10/01/2023 20:00,0,In-store,Suburb,7,2,20
238,24413.53483,91,1070,10/01/2023 21:00,0,In-store,Rural,6,4,21
239,645507.7487,95,1060,10/01/2023 22:00,0,Online,Suburb,6,2,22
240,177192.9683,56,1058,10/01/2023 23:00,0,Online,City,5,3,23
241,940464.5385,32,1003,11/01/2023 0:00,0,In-store,Suburb,5,3,0
242,953933.1841,9,1034,11/01/2023 1:00,0,In-store,City,5,4,1
243,914872.9038,63,1045,11/01/2023 2:00,0,Online,City,3,4,2
244,370221.6844,72,1050,11/01/2023 3:00,0,Online,Rural,3,1,3
245,15555.07087,78,1002,11/01/2023 4:00,0,Online,City,8,3,4
246,928325.7307,33,1015,11/01/2023 5:00,0,In-store,City,5,4,5
247,428241.3299,87,1037,11/01/2023 6:00,0,Online,City,4,2,6
248,966658.1536,21,1015,11/01/2023 7:00,0,In-store,Suburb,2,4,7
249,,55,1060,11/01/2023 8:00,0,Online,City,4,3,8
250,853024.1545,76,1096,11/01/2023 9:00,0,Online,City,10,3,9
251,294519.4472,57,1085,11/01/2023 10:00,0,In-store,City,1,5,10
252,385159.2188,2,1064,11/01/2023 11:00,0,Online,Rural,5,3,11
253,851151.5578,13,1081,11/01/2023 12:00,0,Online,Rural,2,2,12
254,316990.313,4,1098,11/01/2023 13:00,0,Online,Suburb,3,1,13
255,169575.7974,84,1096,11/01/2023 14:00,0,Online,Rural,4,4,14
256,556845.5823,50,1052,11/01/2023 15:00,0,Online,Rural,4,3,15
257,936161.1587,48,1023,11/01/2023 16:00,0,In-store,Suburb,8,3,16
258,696060.1937,78,1099,11/01/2023 17:00,0,Online,Rural,3,3,17
259,570104.164,30,1037,11/01/2023 18:00,0,In-store,City,2,4,18
260,97266.77612,29,1041,11/01/2023 19:00,0,In-store,City,5,3,19
261,615045.726,8,1057,11/01/2023 20:00,0,In-store,City,4,2,20
262,990054.8447,12,1097,11/01/2023 21:00,0,In-store,Rural,5,4,21
263,140170.0068,41,1025,11/01/2023 22:00,0,Online,Suburb,6,0,22
264,518377.8194,26,1037,11/01/2023 23:00,0,In-store,Rural,4,4,23
265,877385.3346,50,1040,12/01/2023 0:00,0,In-store,Suburb,6,4,0
266,740794.5409,2,1085,12/01/2023 1:00,0,In-store,City,6,1,1
267,697046.0394,55,1046,12/01/2023 2:00,0,In-store,Suburb,1,4,2
268,702513.8356,56,1060,12/01/2023 3:00,0,In-store,City,2,1,3
269,359555.2021,14,1098,12/01/2023 4:00,0,In-store,Rural,2,6,4
270,293662.4851,6,1019,12/01/2023 5:00,0,In-store,Rural,3,0,5
271,809380.2194,95,1091,12/01/2023 6:00,0,Online,Suburb,5,2,6
272,810132.3833,81,1009,12/01/2023 7:00,0,Online,Rural,7,1,7
273,867085.6113,89,1069,12/01/2023 8:00,0,Online,Suburb,1,2,8
274,,61,1005,12/01/2023 9:00,0,In-store,Rural,3,4,9
275,511391.2646,96,1089,12/01/2023 10:00,0,Online,Rural,3,8,10
276,501566.1431,12,1026,12/01/2023 11:00,0,In-store,Rural,5,1,11
277,798315.3494,13,1019,12/01/2023 12:00,0,Online,Suburb,7,3,12
278,649998.9344,19,1030,12/01/2023 13:00,0,Online,Suburb,7,6,13
279,701996.6806,44,1100,12/01/2023 14:00,0,Online,Suburb,5,7,14
280,795813.0902,89,1048,12/01/2023 15:00,0,Online,Rural,6,6,15
281,890016.3413,95,1016,12/01/2023 16:00,0,In-store,City,6,1,16
282,338061.3573,59,1071,12/01/2023 17:00,0,Online,Suburb,3,4,17
283,375645.3943,37,1018,12/01/2023 18:00,0,In-store,City,6,5,18
284,94072.54165,25,1056,12/01/2023 19:00,0,Online,Suburb,5,3,19
285,578322.313,16,1021,12/01/2023 20:00,0,Online,Suburb,5,6,20
286,36038.67957,38,1031,12/01/2023 21:00,0,In-store,City,5,0,21
287,465651.4583,43,1001,12/01/2023 22:00,0,In-store,City,5,6,22
288,542690.3702,87,1003,12/01/2023 23:00,0,In-store,Rural,4,3,23
289,286612.598,14,1095,13/01/2023 00:00,0,In-store,City,11,5,0
290,590874.1772,6,1025,13/01/2023 01:00,0,In-store,Suburb,4,3,1
291,30597.19991,89,1008,13/01/2023 02:00,0,Online,City,8,1,2
292,37444.45393,23,1065,13/01/2023 03:00,0,In-store,City,4,5,3
293,822618.3006,60,1062,13/01/2023 04:00,0,In-store,City,5,3,4
294,360254.6223,12,1007,13/01/2023 05:00,1,In-store,City,5,4,5
295,127147.8066,13,1007,13/01/2023 06:00,0,In-store,Rural,6,4,6
296,522291.0357,100,1008,13/01/2023 07:00,0,In-store,Suburb,2,6,7
297,770016.5537,98,1019,13/01/2023 08:00,0,In-store,Suburb,6,3,8
298,215899.4454,6,1017,13/01/2023 09:00,0,Online,Suburb,9,3,9
299,622928.1868,63,1011,13/01/2023 10:00,0,In-store,Rural,8,1,10
300,85438.93025,38,1049,13/01/2023 11:00,0,In-store,City,5,4,11
301,51776.553,50,1011,13/01/2023 12:00,0,Online,Suburb,9,4,12
302,531401.4961,52,1041,13/01/2023 13:00,0,Online,Suburb,6,4,13
303,540681.0581,40,1062,13/01/2023 14:00,0,Online,City,3,2,14
304,637466.1585,8,1052,13/01/2023 15:00,0,Online,Suburb,8,1,15
305,726118.7246,61,1066,13/01/2023 16:00,0,Online,City,3,3,16
306,975854.4943,8,1068,13/01/2023 17:00,0,Online,Rural,3,3,17
307,516348.7183,97,1092,13/01/2023 18:00,0,In-store,Suburb,6,2,18
308,323024.1773,34,1097,13/01/2023 19:00,0,Online,Suburb,6,5,19
309,795206.6761,79,1075,13/01/2023 20:00,0,In-store,City,3,2,20
310,270905.168,100,1067,13/01/2023 21:00,0,Online,Rural,3,1,21
311,439027.5236,60,1040,13/01/2023 22:00,0,Online,Suburb,7,3,22
312,78548.5357,57,1005,13/01/2023 23:00,0,Online,City,4,1,23
313,25448.20834,99,1085,14/01/2023 00:00,0,In-store,Rural,4,1,0
314,962652.1498,46,1022,14/01/2023 01:00,0,Online,City,7,4,1
315,835996.5225,22,1037,14/01/2023 02:00,0,Online,Suburb,4,3,2
316,696004.6087,87,1011,14/01/2023 03:00,0,Online,Suburb,8,2,3
317,409012.0491,40,1044,14/01/2023 04:00,0,Online,Suburb,4,3,4
318,173376.9906,45,1086,14/01/2023 05:00,0,Online,City,6,4,5
319,156521.399,55,1053,14/01/2023 06:00,0,Online,Rural,2,2,6
320,250317.8739,51,1077,14/01/2023 07:00,0,In-store,Suburb,6,4,7
321,549271.742,86,1061,14/01/2023 08:00,0,Online,Suburb,6,4,8
322,714624.4631,5,1067,14/01/2023 09:00,0,Online,City,4,6,9
323,660231.357,95,1013,14/01/2023 10:00,0,Online,Suburb,7,4,10
324,280005.9036,13,1092,14/01/2023 11:00,0,Online,City,2,1,11
325,954869.7941,28,1011,14/01/2023 12:00,0,Online,Suburb,6,4,12
326,737923.127,84,1011,14/01/2023 13:00,0,In-store,Rural,6,8,13
327,554398.6171,97,1085,14/01/2023 14:00,0,Online,Suburb,8,4,14
328,611759.5742,80,1085,14/01/2023 15:00,0,In-store,City,3,2,15
329,419658.1024,62,1007,14/01/2023 16:00,0,In-store,Suburb,4,4,16
330,247806.2164,93,1017,14/01/2023 17:00,0,Online,City,4,5,17
331,356037.0814,87,1048,14/01/2023 18:00,0,Online,City,5,3,18
332,757870.3259,24,1014,14/01/2023 19:00,0,Online,City,2,2,19
333,14492.04928,98,1063,14/01/2023 20:00,0,In-store,Rural,0,3,20
334,116161.0332,7,1064,14/01/2023 21:00,0,In-store,Rural,3,2,21
335,46098.04176,38,1097,14/01/2023 22:00,0,Online,Suburb,5,1,22
336,40824.72944,37,1075,14/01/2023 23:00,0,Online,City,5,1,23
337,855475.038,68,1077,15/01/2023 00:00,0,In-store,Rural,10,3,0
338,703687.4936,98,1065,15/01/2023 01:00,0,In-store,City,7,1,1
339,474226.4117,42,1034,15/01/2023 02:00,0,In-store,Suburb,5,1,2
340,,86,1009,15/01/2023 03:00,0,Online,City,3,2,3
341,491666.7135,5,1077,15/01/2023 04:00,0,Online,Rural,8,4,4
342,473524.4236,64,1037,15/01/2023 05:00,0,Online,Rural,1,4,5
343,173284.5497,50,1030,15/01/2023 06:00,0,In-store,City,10,1,6
344,433908.2641,87,1041,15/01/2023 07:00,0,Online,City,1,5,7
345,398564.8839,15,1045,15/01/2023 08:00,0,Online,City,4,3,8
346,615888.513,95,1047,15/01/2023 09:00,0,In-store,City,6,0,9
347,635130.1415,73,1007,15/01/2023 10:00,0,Online,City,5,5,10
348,45399.47937,53,1014,15/01/2023 11:00,0,In-store,City,7,3,11
349,374675.1534,25,1048,15/01/2023 12:00,0,Online,Suburb,8,1,12
350,625897.3297,89,1006,15/01/2023 13:00,0,Online,Suburb,3,5,13
351,503185.945,85,1034,15/01/2023 14:00,0,Online,Rural,5,1,14
352,856504.1922,9,1080,15/01/2023 15:00,0,Online,City,8,3,15
353,658727.7623,38,1100,15/01/2023 16:00,1,Online,Suburb,7,2,16
354,163018.1336,22,1046,15/01/2023 17:00,0,Online,City,9,2,17
355,70661.69053,87,1059,15/01/2023 18:00,0,Online,Rural,2,2,18
356,642455.0363,49,1070,15/01/2023 19:00,0,In-store,Suburb,8,1,19
